system:index,total_precipitation_hourly
19800131T15,0.0004247459306457508
19800131T16,0.00021371477756706252
19800131T17,0.0002493746379562699
19800131T18,0.0003090024583851336
19800131T19,0.0003031959783554929
19800131T20,0.0002784470940662121
19800131T21,0.0002610158552201069
19800131T22,0.0002747256828941902
19800131T23,0.00024700488643073106
19800201T00,0.00027454619553487857
19800201T01,0.0002634337908210369
19800201T02,0.0003494093281931948
19800201T03,0.0004465526030844937
19800201T04,0.0004940030845083614
19800201T05,0.0004190384454422664
19800201T06,0.0003029665284727635
19800201T07,0.0002711046627147059
19800201T08,0.000139237367765606
19800201T09,6.875787849165657e-05
19800201T10,7.847271204097977e-05
19800201T11,5.489993886108453e-05
19800201T12,4.414996135192967e-05
19800201T13,3.0488786652877204e-05
19800201T14,2.3357500364332643e-05
19800201T15,2.147618009725096e-05
19800201T16,6.92024587348142e-06
19800201T17,3.3845773305541797e-06
19800201T18,1.1057659499656737e-05
19800201T19,2.323771790938369e-05
19800201T20,2.090738335325577e-05
19800201T21,3.888620967694652e-05
19800201T22,7.220737319311107e-05
19800201T23,0.00013393587199975987
19800202T00,0.00015576448285903026
19800202T01,0.0001233984171562613
19800202T02,5.949232473569825e-05
19800202T03,3.018243205818224e-05
19800202T04,7.923676139427234e-05
19800202T05,0.0002203246131333278
19800202T06,0.00043835534088780065
19800202T07,0.00043389043890649766
19800202T08,0.0005271178021819638
19800202T09,0.0004038218263148192
19800202T10,0.0002653480170134971
19800202T11,0.00023723132546487772
19800202T12,0.000611056785773952
19800202T13,0.0006119549477158296
19800202T14,0.0008768300358985641
19800202T15,0.0013373490041017
19800202T16,0.0012060715616783
19800202T17,0.0011278357970219
19800202T18,0.0008435631687525538
19800202T19,0.0005129600135228584
19800202T20,0.0004439084881484073
19800202T21,0.00035283524661077056
19800202T22,0.00038976920665717015
19800202T23,0.0004606245385416494
19800203T00,0.00040556178127343313
19800203T01,0.0001984811665638955
19800203T02,0.00019474459372708833
19800203T03,0.0002999024784158191
19800203T04,0.0004017656534277245
19800203T05,0.0003665506259709796
19800203T06,0.00033925524914451915
19800203T07,0.0001742985135725364
19800203T08,0.00014336494557246648
19800203T09,0.00012385052135255434
19800203T10,0.00010740188134222668
19800203T11,9.927109438216297e-05
19800203T12,0.000108222332104258
19800203T13,0.00015537583591111566
19800203T14,0.0002458211355426007
19800203T15,0.0004932144718934406
19800203T16,0.000763437688896335
19800203T17,0.0011729415433187
19800203T18,0.0016867420795651
19800203T19,0.002154693309595
19800203T20,0.0020571996142134
19800203T21,0.0014519126479913
19800203T22,0.0012108378077757
19800203T23,0.0011252544011338
19800204T00,0.0012638045805094
19800204T01,0.0012279486269405
19800204T02,0.0010489765143659
19800204T03,0.0010288251312927
19800204T04,0.0007816957797252722
19800204T05,0.0005773295968653017
19800204T06,0.0003103440842696378
19800204T07,5.734425998618295e-05
19800204T08,2.247994460931426e-05
19800204T09,3.4930425871468854e-05
19800204T10,4.8388467544338665e-05
19800204T11,7.181838091943465e-05
19800204T12,7.164123708112192e-05
19800204T13,3.790311379856408e-05
19800204T14,1.6854970744982003e-05
19800204T15,2.7003333565620108e-05
19800204T16,1.2434261385306005e-05
19800204T17,3.0433231993859753e-05
19800204T18,0.0005340380074602951
19800204T19,0.000953217433303495
19800204T20,0.0014424316224109
19800204T21,0.0013447752810299
19800204T22,0.0010053656955717
19800204T23,0.0005098547633100278
19800205T00,0.0003262742995265859
19800205T01,0.0002455642337874581
19800205T02,0.0004579073345640707
